Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
500425,49303A,PRODUCT 49303A,4,2010-12-17 09:00:00,10.02,12263.0,United Kingdom
500425,78084,PRODUCT 78084,2,2010-12-17 09:00:00,14.44,,United Kingdom
500425,52329,PRODUCT 52329,1,2010-12-17 09:00:00,1.0,,United Kingdom
500425,28945,PRODUCT 28945,4,2010-12-17 09:00:00,16.24,12263.0,United Kingdom
500426,46294,PRODUCT 46294,2,2010-07-12 18:00:00,17.83,,United Kingdom
500426,61627,PRODUCT 61627,1,2010-07-12 18:00:00,14.78,,Germany
500426,99017,PRODUCT 99017,1,2010-07-12 18:00:00,4.56,12282.0,Germany
500426,75653,PRODUCT 75653,1,2010-07-12 18:00:00,6.64,12282.0,United Kingdom
500426,73986,PRODUCT 73986,5,2010-07-12 18:00:00,9.78,12282.0,United Kingdom
500427,17493,PRODUCT 17493,14,2010-11-25 18:00:00,26.23,,United Kingdom
500427,72446A,PRODUCT 72446A,7,2010-11-25 18:00:00,17.08,12060.0,United Kingdom
500428,21008,PRODUCT 21008,3,2010-04-20 10:00:00,13.79,13470.0,United Kingdom
500428,63834,PRODUCT 63834,2,2010-04-20 10:00:00,11.7,13470.0,United Kingdom
500429,72469,PRODUCT 72469,2,2010-07-04 12:00:00,13.81,13101.0,United Kingdom
500429,36086,PRODUCT 36086,3,2010-07-04 12:00:00,15.5,13101.0,United Kingdom
500430,99777,PRODUCT 99777,3,2010-08-21 11:00:00,14.76,12883.0,United Kingdom
500430,29077A,PRODUCT 29077A,1,2010-08-21 11:00:00,15.79,12883.0,United Kingdom
500430,28945,PRODUCT 28945,3,2010-08-21 11:00:00,18.03,12883.0,United Kingdom
500431,62807,PRODUCT 62807,3,2010-10-29 15:00:00,21.04,,United Kingdom
500431,68807,PRODUCT 68807,5,2010-10-29 15:00:00,19.14,12127.0,EIRE
500431,58050,PRODUCT 58050,3,2010-10-29 15:00:00,14.67,12127.0,United Kingdom
500432,79112,PRODUCT 79112,3,2010-06-15 08:00:00,10.5,12986.0,United Kingdom
500432,60003,PRODUCT 60003,3,2010-06-15 08:00:00,9.84,12986.0,United Kingdom
500432,57222,PRODUCT 57222,2,2010-06-15 08:00:00,16.1,12986.0,United Kingdom
500432,15518,PRODUCT 15518,3,2010-06-15 08:00:00,12.91,12986.0,Germany
500432,72659,PRODUCT 72659,3,2010-06-15 08:00:00,11.8,12986.0,United Kingdom
500432,46092,PRODUCT 46092,3,2010-06-15 08:00:00,12.98,,United Kingdom
500432,86825,PRODUCT 86825,1,2010-06-15 08:00:00,11.98,12986.0,United Kingdom
500433,81596,PRODUCT 81596,6,2010-10-19 10:00:00,12.45,12194.0,United Kingdom
500433,12933,PRODUCT 12933,1,2010-10-19 10:00:00,9.68,,United Kingdom
500433,87837,PRODUCT 87837,2,2010-10-19 10:00:00,3.92,,United Kingdom
C500434,48361,PRODUCT 48361,-1,2010-05-18 17:00:00,3.5,13115.0,United Kingdom
C500434,39826,PRODUCT 39826,-1,2010-05-18 17:00:00,3.86,13115.0,United Kingdom
C500434,23494A,PRODUCT 23494A,-2,2010-05-18 17:00:00,9.37,13115.0,United Kingdom
C500434,36920,PRODUCT 36920,-1,2010-05-18 17:00:00,9.31,,United Kingdom
500435,95397,PRODUCT 95397,1,2010-04-04 17:00:00,11.41,12105.0,United Kingdom
500435,99549,PRODUCT 99549,1,2010-04-04 17:00:00,2.03,12105.0,United Kingdom
500435,75136,PRODUCT 75136,3,2010-04-04 17:00:00,8.57,12105.0,United Kingdom
500435,75562,PRODUCT 75562,2,2010-04-04 17:00:00,10.29,12105.0,EIRE
500435,86289A,PRODUCT 86289A,1,2010-04-04 17:00:00,5.36,12105.0,United Kingdom
500436,99549,PRODUCT 99549,1,2010-11-19 10:00:00,9.67,13353.0,United Kingdom
500436,37074,PRODUCT 37074,2,2010-11-19 10:00:00,8.84,13353.0,United Kingdom
500436,63174,PRODUCT 63174,1,2010-11-19 10:00:00,4.69,13353.0,United Kingdom
500436,42991,PRODUCT 42991,1,2010-11-19 10:00:00,3.68,13353.0,United Kingdom
500436,89782,PRODUCT 89782,1,2010-11-19 10:00:00,7.01,13353.0,United Kingdom
500436,60416,PRODUCT 60416,1,2010-11-19 10:00:00,12.5,13353.0,United Kingdom
500437,36086,PRODUCT 36086,2,2010-06-07 10:00:00,3.93,,United Kingdom
500437,12138,PRODUCT 12138,2,2010-06-07 10:00:00,6.2,12497.0,United Kingdom
500437,10139,PRODUCT 10139,3,2010-06-07 10:00:00,10.06,,United Kingdom
500437,53952,PRODUCT 53952,2,2010-06-07 10:00:00,5.45,12497.0,Germany
500437,61096,PRODUCT 61096,3,2010-06-07 10:00:00,6.09,,United Kingdom
500437,54665,PRODUCT 54665,1,2010-06-07 10:00:00,9.68,,France
500438,61096,PRODUCT 61096,7,2010-10-21 18:00:00,25.71,,United Kingdom
500438,90912,PRODUCT 90912,1,2010-10-21 18:00:00,44.13,13444.0,United Kingdom
500438,15518,PRODUCT 15518,3,2010-10-21 18:00:00,18.62,13444.0,United Kingdom
500438,48618,PRODUCT 48618,5,2010-10-21 18:00:00,21.85,13444.0,France
500438,73408,PRODUCT 73408,4,2010-10-21 18:00:00,22.63,13444.0,United Kingdom
500439,48516,PRODUCT 48516,5,2010-12-30 08:00:00,13.19,13004.0,United Kingdom
500439,60003,PRODUCT 60003,3,2010-12-30 08:00:00,3.26,13004.0,United Kingdom
500439,88140,PRODUCT 88140,1,2010-12-30 08:00:00,12.93,13004.0,United Kingdom
500440,34758,PRODUCT 34758,1,2010-05-04 11:00:00,4.17,,United Kingdom
500440,85838,PRODUCT 85838,1,2010-05-04 11:00:00,5.45,,United Kingdom
500441,98931,PRODUCT 98931,3,2010-09-30 12:00:00,7.29,12978.0,France
500441,25708,PRODUCT 25708,1,2010-09-30 12:00:00,5.29,12978.0,United Kingdom
500441,78596,PRODUCT 78596,3,2010-09-30 12:00:00,12.08,12978.0,United Kingdom
500441,19107,PRODUCT 19107,1,2010-09-30 12:00:00,8.72,,EIRE
500441,56977,PRODUCT 56977,1,2010-09-30 12:00:00,9.65,,United Kingdom
500442,17224,PRODUCT 17224,1,2010-01-16 08:00:00,12.09,12952.0,Germany
500442,18422,PRODUCT 18422,1,2010-01-16 08:00:00,4.54,12952.0,United Kingdom
500442,78687,PRODUCT 78687,2,2010-01-16 08:00:00,8.03,,United Kingdom
500442,21390,PRODUCT 21390,1,2010-01-16 08:00:00,16.17,12952.0,United Kingdom
500442,34723,PRODUCT 34723,1,2010-01-16 08:00:00,8.62,,Germany
500442,84391,PRODUCT 84391,1,2010-01-16 08:00:00,9.37,12952.0,United Kingdom
500443,18627,PRODUCT 18627,3,2010-08-10 18:00:00,9.58,13470.0,United Kingdom
500443,16222,PRODUCT 16222,2,2010-08-10 18:00:00,15.34,13470.0,United Kingdom
500444,73986,PRODUCT 73986,3,2010-09-19 15:00:00,8.5,12703.0,United Kingdom
500444,86289A,PRODUCT 86289A,1,2010-09-19 15:00:00,6.63,12703.0,United Kingdom
500444,36307,PRODUCT 36307,3,2010-09-19 15:00:00,5.64,12703.0,Germany
500445,72773,PRODUCT 72773,6,2010-09-22 13:00:00,26.21,12871.0,United Kingdom
500445,58963,PRODUCT 58963,8,2010-09-22 13:00:00,26.6,12871.0,United Kingdom
500445,42991,PRODUCT 42991,6,2010-09-22 13:00:00,22.07,12871.0,United Kingdom
500445,18913,PRODUCT 18913,10,2010-09-22 13:00:00,21.24,,United Kingdom
500446,11514,PRODUCT 11514,1,2010-07-09 09:00:00,23.02,,United Kingdom
500446,37631,PRODUCT 37631,9,2010-07-09 09:00:00,37.81,13383.0,United Kingdom
500446,77910,PRODUCT 77910,4,2010-07-09 09:00:00,46.06,13383.0,France
500446,54665,PRODUCT 54665,3,2010-07-09 09:00:00,36.74,13383.0,United Kingdom
500446,46294,PRODUCT 46294,3,2010-07-09 09:00:00,36.04,13383.0,United Kingdom
500446,98931,PRODUCT 98931,6,2010-07-09 09:00:00,48.26,,United Kingdom
500447,98741,PRODUCT 98741,1,2010-04-11 09:00:00,11.65,,United Kingdom
500447,58476,PRODUCT 58476,2,2010-04-11 09:00:00,12.47,13075.0,Germany
500448,65118,PRODUCT 65118,13,2010-05-05 14:00:00,23.34,13337.0,United Kingdom
500448,22472,PRODUCT 22472,4,2010-05-05 14:00:00,22.21,13337.0,Germany
500448,53743,PRODUCT 53743,4,2010-05-05 14:00:00,19.32,13337.0,EIRE
500448,35872,PRODUCT 35872,8,2010-05-05 14:00:00,20.37,13337.0,United Kingdom
500448,41646,PRODUCT 41646,11,2010-05-05 14:00:00,30.24,,United Kingdom
500448,15975,PRODUCT 15975,10,2010-05-05 14:00:00,24.89,13337.0,France
500449,75562,PRODUCT 75562,1,2010-09-04 08:00:00,14.72,12617.0,United Kingdom
500449,39235,PRODUCT 39235,3,2010-09-04 08:00:00,25.74,12617.0,Germany
500450,28945,PRODUCT 28945,2,2010-04-29 13:00:00,10.03,12427.0,United Kingdom
500450,18315,PRODUCT 18315,2,2010-04-29 13:00:00,9.08,12427.0,United Kingdom
500450,79112,PRODUCT 79112,2,2010-04-29 13:00:00,7.54,12427.0,United Kingdom
500450,24845,PRODUCT 24845,3,2010-04-29 13:00:00,10.94,,United Kingdom
500451,34723,PRODUCT 34723,2,2010-04-29 08:00:00,10.55,13437.0,United Kingdom
500451,63174,PRODUCT 63174,2,2010-04-29 08:00:00,10.0,13437.0,United Kingdom
500452,84892,PRODUCT 84892,1,2010-11-09 18:00:00,12.59,12974.0,France
500453,16222,PRODUCT 16222,3,2010-05-04 12:00:00,12.14,13370.0,EIRE
500453,37492,PRODUCT 37492,2,2010-05-04 12:00:00,6.54,,United Kingdom
500453,36943,PRODUCT 36943,1,2010-05-04 12:00:00,11.74,13370.0,United Kingdom
500453,18804A,PRODUCT 18804A,3,2010-05-04 12:00:00,17.12,13370.0,France
500453,62807,PRODUCT 62807,1,2010-05-04 12:00:00,25.55,13370.0,United Kingdom
500454,19107,PRODUCT 19107,9,2010-10-05 13:00:00,22.96,12269.0,United Kingdom
500454,84391,PRODUCT 84391,7,2010-10-05 13:00:00,19.36,,United Kingdom
500454,85196,PRODUCT 85196,5,2010-10-05 13:00:00,24.43,12269.0,United Kingdom
500454,36368,PRODUCT 36368,2,2010-10-05 13:00:00,26.5,12269.0,United Kingdom
500454,11696,PRODUCT 11696,6,2010-10-05 13:00:00,0.5,12269.0,United Kingdom
500454,38131,PRODUCT 38131,5,2010-10-05 13:00:00,20.4,12269.0,United Kingdom
500455,38181,PRODUCT 38181,1,2010-10-31 13:00:00,6.22,12672.0,France
500455,24017,PRODUCT 24017,1,2010-10-31 13:00:00,1.1,12672.0,United Kingdom
500455,48361,PRODUCT 48361,2,2010-10-31 13:00:00,12.5,12672.0,United Kingdom
500455,38131,PRODUCT 38131,1,2010-10-31 13:00:00,6.82,12672.0,United Kingdom
500455,99143,PRODUCT 99143,2,2010-10-31 13:00:00,7.25,,United Kingdom
500455,63835,PRODUCT 63835,2,2010-10-31 13:00:00,2.87,12672.0,United Kingdom
500455,36086,PRODUCT 36086,3,2010-10-31 13:00:00,9.24,12672.0,United Kingdom
500456,27830,PRODUCT 27830,21,2010-03-10 10:00:00,19.02,12569.0,United Kingdom
500456,23308,PRODUCT 23308,33,2010-03-10 10:00:00,40.16,12569.0,United Kingdom
500456,48618,PRODUCT 48618,8,2010-03-10 10:00:00,60.48,12569.0,United Kingdom
500457,64190A,PRODUCT 64190A,3,2010-09-12 18:00:00,13.38,13459.0,United Kingdom
500457,73807,PRODUCT 73807,2,2010-09-12 18:00:00,14.54,13459.0,EIRE
500457,46294,PRODUCT 46294,3,2010-09-12 18:00:00,12.2,,United Kingdom
C500458,78596,PRODUCT 78596,-7,2010-04-19 18:00:00,26.08,12679.0,EIRE
C500458,47845,PRODUCT 47845,-3,2010-04-19 18:00:00,26.2,,EIRE
C500458,66977,PRODUCT 66977,-5,2010-04-19 18:00:00,35.45,,United Kingdom
500459,84391,PRODUCT 84391,32,2010-11-20 12:00:00,10.29,,United Kingdom
500459,60416,PRODUCT 60416,27,2010-11-20 12:00:00,21.95,13354.0,United Kingdom
500459,63834,PRODUCT 63834,8,2010-11-20 12:00:00,31.59,13354.0,Germany
500459,84762,PRODUCT 84762,12,2010-11-20 12:00:00,43.76,,United Kingdom
500460,38131,PRODUCT 38131,1,2010-11-10 09:00:00,9.38,13152.0,United Kingdom
500460,52329,PRODUCT 52329,1,2010-11-10 09:00:00,2.72,13152.0,United Kingdom
500460,21982,PRODUCT 21982,3,2010-11-10 09:00:00,14.96,13152.0,EIRE
500461,89769,PRODUCT 89769,6,2010-06-22 13:00:00,15.86,12917.0,United Kingdom
500461,60003,PRODUCT 60003,1,2010-06-22 13:00:00,12.41,,United Kingdom
500461,48803,PRODUCT 48803,1,2010-06-22 13:00:00,20.64,12917.0,France
500462,51600,PRODUCT 51600,1,2010-05-19 12:00:00,8.98,12581.0,United Kingdom
500462,85196,PRODUCT 85196,2,2010-05-19 12:00:00,9.7,12581.0,Germany
500462,40511,PRODUCT 40511,4,2010-05-19 12:00:00,12.41,12581.0,United Kingdom
500462,39235,PRODUCT 39235,1,2010-05-19 12:00:00,11.41,12581.0,United Kingdom
500463,19107,PRODUCT 19107,2,2010-03-25 10:00:00,7.54,,United Kingdom
500464,88140,PRODUCT 88140,2,2010-01-05 16:00:00,18.55,13311.0,United Kingdom
500464,95765,PRODUCT 95765,4,2010-01-05 16:00:00,9.96,13311.0,United Kingdom
500464,82562A,PRODUCT 82562A,1,2010-01-05 16:00:00,15.17,,United Kingdom
500464,37686,PRODUCT 37686,2,2010-01-05 16:00:00,11.66,,United Kingdom
500465,12933,PRODUCT 12933,1,2010-05-23 12:00:00,7.47,12803.0,United Kingdom
500465,62807,PRODUCT 62807,2,2010-05-23 12:00:00,11.25,12803.0,United Kingdom
500465,27467,PRODUCT 27467,3,2010-05-23 12:00:00,2.12,12803.0,United Kingdom
500465,21061,PRODUCT 21061,3,2010-05-23 12:00:00,5.05,12803.0,United Kingdom
500465,39217,PRODUCT 39217,2,2010-05-23 12:00:00,9.07,12803.0,United Kingdom
500466,73986,PRODUCT 73986,4,2010-09-16 12:00:00,8.85,13206.0,United Kingdom
500466,45295,PRODUCT 45295,1,2010-09-16 12:00:00,12.58,,United Kingdom
500466,53743,PRODUCT 53743,3,2010-09-16 12:00:00,13.76,13206.0,United Kingdom
500467,22472,PRODUCT 22472,1,2010-05-14 17:00:00,8.59,13106.0,United Kingdom
500467,82562A,PRODUCT 82562A,1,2010-05-14 17:00:00,11.91,13106.0,United Kingdom
500467,51600,PRODUCT 51600,1,2010-05-14 17:00:00,7.88,13106.0,United Kingdom
500467,16027,PRODUCT 16027,2,2010-05-14 17:00:00,12.56,13106.0,United Kingdom
500467,25328,PRODUCT 25328,2,2010-05-14 17:00:00,5.36,13106.0,United Kingdom
500467,84206,PRODUCT 84206,2,2010-05-14 17:00:00,10.22,13106.0,United Kingdom
500468,21008,PRODUCT 21008,4,2010-12-09 16:00:00,10.12,12453.0,United Kingdom
500468,79112,PRODUCT 79112,1,2010-12-09 16:00:00,5.18,12453.0,United Kingdom
500468,82562A,PRODUCT 82562A,2,2010-12-09 16:00:00,14.27,12453.0,United Kingdom
500469,75136,PRODUCT 75136,2,2010-07-20 11:00:00,8.5,,United Kingdom
500469,42991,PRODUCT 42991,2,2010-07-20 11:00:00,8.59,,United Kingdom
500469,12713,PRODUCT 12713,1,2010-07-20 11:00:00,9.8,13391.0,France
500469,72249,PRODUCT 72249,1,2010-07-20 11:00:00,10.38,13391.0,United Kingdom
500470,61627,PRODUCT 61627,1,2010-02-13 10:00:00,10.72,13157.0,France
500470,56525,PRODUCT 56525,1,2010-02-13 10:00:00,8.54,13157.0,United Kingdom
500470,49251,PRODUCT 49251,3,2010-02-13 10:00:00,9.27,13157.0,EIRE
500470,82041,PRODUCT 82041,1,2010-02-13 10:00:00,10.29,,United Kingdom
500470,73385,PRODUCT 73385,1,2010-02-13 10:00:00,3.19,,United Kingdom
500471,39826,PRODUCT 39826,2,2010-04-20 18:00:00,12.54,12135.0,United Kingdom
500471,72659,PRODUCT 72659,4,2010-04-20 18:00:00,11.12,12135.0,United Kingdom
500472,23511,PRODUCT 23511,1,2010-05-20 10:00:00,12.64,13495.0,United Kingdom
500472,71668,PRODUCT 71668,1,2010-05-20 10:00:00,8.3,13495.0,United Kingdom
500472,88140,PRODUCT 88140,2,2010-05-20 10:00:00,4.61,13495.0,United Kingdom
500473,32576,PRODUCT 32576,7,2010-09-10 08:00:00,43.1,12345.0,United Kingdom
500474,11696,PRODUCT 11696,5,2010-12-07 14:00:00,14.33,12571.0,France
500474,49251,PRODUCT 49251,3,2010-12-07 14:00:00,8.39,,United Kingdom
500474,13557,PRODUCT 13557,1,2010-12-07 14:00:00,7.81,,Germany
500475,63174,PRODUCT 63174,2,2010-10-10 12:00:00,7.7,12310.0,United Kingdom
500475,12682,PRODUCT 12682,3,2010-10-10 12:00:00,24.89,12310.0,United Kingdom
500475,63834,PRODUCT 63834,4,2010-10-10 12:00:00,15.52,12310.0,United Kingdom
500476,49934,PRODUCT 49934,1,2010-02-16 09:00:00,11.24,12160.0,United Kingdom
500476,73408,PRODUCT 73408,1,2010-02-16 09:00:00,14.11,12160.0,United Kingdom
500476,62876,PRODUCT 62876,2,2010-02-16 09:00:00,6.23,,United Kingdom
500476,48554,PRODUCT 48554,6,2010-02-16 09:00:00,11.67,12160.0,United Kingdom
500477,52329,PRODUCT 52329,1,2010-10-11 15:00:00,10.28,,United Kingdom
500477,18422,PRODUCT 18422,3,2010-10-11 15:00:00,17.23,12809.0,France
500477,22472,PRODUCT 22472,1,2010-10-11 15:00:00,9.67,,United Kingdom
500477,48618,PRODUCT 48618,1,2010-10-11 15:00:00,14.54,12809.0,United Kingdom
500477,87430,PRODUCT 87430,2,2010-10-11 15:00:00,15.9,,United Kingdom
500477,71668,PRODUCT 71668,5,2010-10-11 15:00:00,4.33,12809.0,United Kingdom
500477,73807,PRODUCT 73807,2,2010-10-11 15:00:00,10.69,,United Kingdom
500478,13885,PRODUCT 13885,3,2010-12-28 17:00:00,8.3,13029.0,United Kingdom
500478,16781,PRODUCT 16781,2,2010-12-28 17:00:00,8.58,,France
500478,18627,PRODUCT 18627,1,2010-12-28 17:00:00,7.93,13029.0,United Kingdom
500478,17493,PRODUCT 17493,1,2010-12-28 17:00:00,5.37,,United Kingdom
500478,78766,PRODUCT 78766,2,2010-12-28 17:00:00,5.82,13029.0,United Kingdom
500479,85065,PRODUCT 85065,7,2010-12-20 18:00:00,26.05,,United Kingdom
500479,57222,PRODUCT 57222,6,2010-12-20 18:00:00,35.9,13006.0,United Kingdom
500480,33698,PRODUCT 33698,7,2010-08-12 15:00:00,27.42,13202.0,United Kingdom
500481,95049,PRODUCT 95049,2,2010-12-24 16:00:00,16.22,12366.0,United Kingdom
500482,62807,PRODUCT 62807,2,2010-09-08 11:00:00,14.8,12930.0,Germany
500482,98741,PRODUCT 98741,1,2010-09-08 11:00:00,12.57,12930.0,United Kingdom
500482,65599,PRODUCT 65599,1,2010-09-08 11:00:00,7.43,12930.0,United Kingdom
500482,62876,PRODUCT 62876,2,2010-09-08 11:00:00,3.39,12930.0,United Kingdom
500483,58963,PRODUCT 58963,3,2010-11-20 10:00:00,12.83,13340.0,United Kingdom
500484,47845,PRODUCT 47845,2,2010-09-03 09:00:00,5.77,13372.0,France
500484,95049,PRODUCT 95049,3,2010-09-03 09:00:00,5.5,13372.0,United Kingdom
500484,47671,PRODUCT 47671,3,2010-09-03 09:00:00,9.77,13372.0,United Kingdom
500484,76239,PRODUCT 76239,3,2010-09-03 09:00:00,9.92,13372.0,EIRE
500484,51253,PRODUCT 51253,1,2010-09-03 09:00:00,6.61,13372.0,United Kingdom
500484,89921,PRODUCT 89921,1,2010-09-03 09:00:00,6.67,13372.0,United Kingdom
500484,18422,PRODUCT 18422,1,2010-09-03 09:00:00,5.97,13372.0,United Kingdom
500485,78084,PRODUCT 78084,3,2010-11-04 18:00:00,10.62,13479.0,United Kingdom
500485,75653,PRODUCT 75653,1,2010-11-04 18:00:00,7.3,,United Kingdom
500485,53743,PRODUCT 53743,2,2010-11-04 18:00:00,12.78,13479.0,United Kingdom
500485,33698,PRODUCT 33698,2,2010-11-04 18:00:00,22.73,13479.0,United Kingdom
500486,23511,PRODUCT 23511,1,2010-05-24 08:00:00,9.49,12756.0,United Kingdom
500486,21390,PRODUCT 21390,1,2010-05-24 08:00:00,11.28,12756.0,United Kingdom
500486,54000,PRODUCT 54000,3,2010-05-24 08:00:00,7.21,12756.0,United Kingdom
500487,65599,PRODUCT 65599,1,2010-09-26 10:00:00,16.44,12413.0,Germany
500487,78084,PRODUCT 78084,1,2010-09-26 10:00:00,7.19,12413.0,United Kingdom
500487,62876,PRODUCT 62876,1,2010-09-26 10:00:00,10.42,12413.0,United Kingdom
500487,95353,PRODUCT 95353,2,2010-09-26 10:00:00,15.38,12413.0,United Kingdom
500487,82562A,PRODUCT 82562A,3,2010-09-26 10:00:00,21.93,12413.0,United Kingdom
500488,90829,PRODUCT 90829,1,2010-09-08 13:00:00,7.1,12259.0,United Kingdom
500488,95765,PRODUCT 95765,1,2010-09-08 13:00:00,6.45,12259.0,United Kingdom
500488,49934,PRODUCT 49934,2,2010-09-08 13:00:00,10.2,12259.0,United Kingdom
500488,78919,PRODUCT 78919,1,2010-09-08 13:00:00,7.94,12259.0,United Kingdom
500488,12682,PRODUCT 12682,1,2010-09-08 13:00:00,3.23,12259.0,United Kingdom
500488,36307,PRODUCT 36307,3,2010-09-08 13:00:00,5.66,12259.0,United Kingdom
500488,49934,PRODUCT 49934,3,2010-09-08 13:00:00,12.11,,United Kingdom
500489,35872,PRODUCT 35872,2,2010-03-13 09:00:00,6.14,12429.0,United Kingdom
500489,90728,PRODUCT 90728,1,2010-03-13 09:00:00,5.02,12429.0,EIRE
500489,13662A,PRODUCT 13662A,2,2010-03-13 09:00:00,8.15,12429.0,United Kingdom
500489,16553,PRODUCT 16553,1,2010-03-13 09:00:00,7.98,,United Kingdom
500489,13662A,PRODUCT 13662A,1,2010-03-13 09:00:00,8.89,12429.0,United Kingdom
500489,90728,PRODUCT 90728,3,2010-03-13 09:00:00,14.44,12429.0,United Kingdom
500490,66977,PRODUCT 66977,6,2010-10-01 14:00:00,12.36,13007.0,United Kingdom
500490,65507,PRODUCT 65507,5,2010-10-01 14:00:00,5.21,13007.0,United Kingdom
500491,24017,PRODUCT 24017,3,2010-02-21 08:00:00,14.09,13173.0,United Kingdom
500491,95397,PRODUCT 95397,7,2010-02-21 08:00:00,4.58,13173.0,United Kingdom
500491,36920,PRODUCT 36920,1,2010-02-21 08:00:00,12.05,,United Kingdom
500491,89782,PRODUCT 89782,4,2010-02-21 08:00:00,18.37,13173.0,United Kingdom
500492,99549,PRODUCT 99549,1,2010-05-17 13:00:00,8.81,13350.0,United Kingdom
500492,16027,PRODUCT 16027,1,2010-05-17 13:00:00,3.0,13350.0,United Kingdom
500492,25708,PRODUCT 25708,1,2010-05-17 13:00:00,10.51,13350.0,United Kingdom
500492,88140,PRODUCT 88140,1,2010-05-17 13:00:00,9.77,13350.0,United Kingdom
500492,18627,PRODUCT 18627,1,2010-05-17 13:00:00,5.79,,United Kingdom
500492,46092,PRODUCT 46092,1,2010-05-17 13:00:00,6.18,13350.0,United Kingdom
500492,75508,PRODUCT 75508,2,2010-05-17 13:00:00,2.83,13350.0,United Kingdom
500493,33834,PRODUCT 33834,2,2010-08-28 11:00:00,11.31,,United Kingdom
500493,16222,PRODUCT 16222,1,2010-08-28 11:00:00,10.31,13170.0,United Kingdom
500494,27467,PRODUCT 27467,2,2010-03-09 13:00:00,21.53,12473.0,United Kingdom
500494,95765,PRODUCT 95765,3,2010-03-09 13:00:00,4.8,12473.0,United Kingdom
500494,12682,PRODUCT 12682,1,2010-03-09 13:00:00,13.32,12473.0,United Kingdom
500494,16222,PRODUCT 16222,3,2010-03-09 13:00:00,19.83,,United Kingdom
500494,57222,PRODUCT 57222,3,2010-03-09 13:00:00,7.3,12473.0,EIRE
500494,87628,PRODUCT 87628,5,2010-03-09 13:00:00,8.57,12473.0,United Kingdom
C500495,23511,PRODUCT 23511,-3,2010-05-29 18:00:00,11.53,12627.0,United Kingdom
C500495,36368,PRODUCT 36368,-2,2010-05-29 18:00:00,10.48,12627.0,United Kingdom
C500495,15518,PRODUCT 15518,-3,2010-05-29 18:00:00,19.56,12627.0,United Kingdom
500496,88140,PRODUCT 88140,7,2010-08-10 14:00:00,19.16,12512.0,United Kingdom
500496,77126,PRODUCT 77126,5,2010-08-10 14:00:00,36.67,12512.0,United Kingdom
500496,82041,PRODUCT 82041,9,2010-08-10 14:00:00,14.88,12512.0,United Kingdom
500496,73677,PRODUCT 73677,1,2010-08-10 14:00:00,1.68,,United Kingdom
500496,89921,PRODUCT 89921,5,2010-08-10 14:00:00,18.69,12512.0,EIRE
500496,11847,PRODUCT 11847,7,2010-08-10 14:00:00,23.41,12512.0,EIRE
500496,91880,PRODUCT 91880,5,2010-08-10 14:00:00,25.58,12512.0,United Kingdom
500497,DOT,PRODUCT DOT,2,2010-05-29 08:00:00,10.75,12772.0,United Kingdom
500497,TESTX01,PRODUCT TESTX01,4,2010-05-29 08:00:00,5.74,12772.0,United Kingdom
500497,DOT,PRODUCT DOT,2,2010-05-29 08:00:00,6.98,12772.0,United Kingdom
500497,39235,PRODUCT 39235,3,2010-05-29 08:00:00,16.11,12772.0,EIRE
500498,33645,PRODUCT 33645,3,2010-04-23 11:00:00,3.07,12464.0,Germany
500499,21982,PRODUCT 21982,5,2010-12-13 14:00:00,10.35,,United Kingdom
500499,65391,PRODUCT 65391,2,2010-12-13 14:00:00,5.34,12781.0,United Kingdom
500499,89782,PRODUCT 89782,5,2010-12-13 14:00:00,13.57,12781.0,United Kingdom
500499,88140,PRODUCT 88140,4,2010-12-13 14:00:00,14.98,,United Kingdom
500499,45763,PRODUCT 45763,4,2010-12-13 14:00:00,14.62,,United Kingdom
500499,62807,PRODUCT 62807,4,2010-12-13 14:00:00,9.3,12781.0,United Kingdom
500499,56953,PRODUCT 56953,1,2010-12-13 14:00:00,15.42,,United Kingdom
500500,84920,PRODUCT 84920,1,2010-12-25 10:00:00,12.19,13321.0,United Kingdom
500500,33698,PRODUCT 33698,1,2010-12-25 10:00:00,14.73,13321.0,United Kingdom
500500,90829,PRODUCT 90829,1,2010-12-25 10:00:00,6.38,,United Kingdom
500500,75108,PRODUCT 75108,2,2010-12-25 10:00:00,16.1,13321.0,United Kingdom
500500,41646,PRODUCT 41646,6,2010-12-25 10:00:00,13.32,13321.0,United Kingdom
500501,85820,PRODUCT 85820,1,2010-09-27 16:00:00,8.75,13299.0,United Kingdom
500501,17224,PRODUCT 17224,2,2010-09-27 16:00:00,10.83,13299.0,EIRE
500501,92731,PRODUCT 92731,2,2010-09-27 16:00:00,6.74,13299.0,United Kingdom
500501,98931,PRODUCT 98931,3,2010-09-27 16:00:00,13.08,13299.0,United Kingdom
500501,15065,PRODUCT 15065,2,2010-09-27 16:00:00,15.27,13299.0,United Kingdom
500501,16222,PRODUCT 16222,5,2010-09-27 16:00:00,10.84,13299.0,United Kingdom
500501,22472,PRODUCT 22472,3,2010-09-27 16:00:00,9.73,13299.0,United Kingdom
500502,35872,PRODUCT 35872,2,2010-11-05 18:00:00,12.48,,United Kingdom
500502,18627,PRODUCT 18627,2,2010-11-05 18:00:00,7.14,12464.0,United Kingdom
500502,48516,PRODUCT 48516,1,2010-11-05 18:00:00,2.76,,United Kingdom
500502,21982,PRODUCT 21982,4,2010-11-05 18:00:00,9.69,,United Kingdom
